job,salary,where,time,catagory,num,createtime,companyname,properties,scale,industry
链家管培生/销售精英/底薪8000/可包住,年薪10-16w,深圳-福田区,应届,房地产销售人员,不限,昨天发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
项目专员/助理,年薪5-7w,宁波-余姚,应届,项目专员/助理,2人,昨天发布,宁波德昌科技有限公司,私营·民营企业,50-99人,汽车/摩托车
文案策划实习生（北京）,180元/日,北京-朝阳区,实习5天/周,文案/策划,1人,昨天发布,北京江融信科技有限公司,私营·民营企业,100-499人,计算机软件
品质工程师（应届生）,年薪6-8w,东莞,应届,质量管理(QA/QC)经理/主管,3人,昨天发布,正业科技广东,私营·民营企业,500-999人,机械制造/机电/重工
法务专员岗（应届生）,120元/日,上海,实习5天/周,法务专员/助理,1人,昨天发布,东航租赁,中外合营(合资·合作),50-99人,基金/证券/期货/投资
商务助理,年薪7-8w,东莞,应届,秘书/文员,3人,昨天发布,东莞兆华声学科技有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
机械技术员,年薪4-6w,上海,应届,机械工程师,5人,昨天发布,上海松川远亿机械设备有限公司,,,机械制造/机电/重工
销售代表,年薪15-30w,厦门-思明区,应届,销售代表,5人,昨天发布,晶丰明源,国内上市公司,100-499人,电子技术/半导体/集成电路
c++工程师,年薪7-10w,北京-海淀区,应届,C++,10人,昨天发布,北京欧比邻科技有限公司,私营·民营企业,100-499人,人工智能
校园大使,100元/日,福州,实习1天/周,其他人力资源,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
产品专员,年薪9-12w,西安,应届,产品专员/助理,15人,昨天发布,深圳市易流科技股份有限公司,私营·民营企业,500-999人,交通/物流/运输
综合管理岗,年薪8-10w,广州-天河区,应届,人力资源专员/助理,不限,昨天发布,雅居乐雅城集团,私营·民营企业,2000-5000人,建筑
半导体技术,年薪12-18w,深圳,应届,半导体技术,2人,昨天发布,深圳市汇芯通信技术有限公司,私营·民营企业,50-99人,电子技术/半导体/集成电路
视频设计师（2021届）,年薪8-17w,福州,应届,视频编辑,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
汽车销售顾问实习生（工作地点：江浙沪皖）,150元/日,无锡,实习5天/周,汽车销售,不限,昨天发布,宝能汽车销售有限公司,私营·民营企业,10000人以上,汽车交易
总公司-战略企划部-平台运营岗,面议,北京-海淀区,应届,保险内勤,不限,昨天发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
集成电路前端验证工程师,面议,南京-浦口区,应届,电路工程师/技术员,5人,昨天发布,上海灵动微电子股份有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
商务专员（2021届）,年薪6-10w,深圳,应届,商务专员/助理,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
项目管理实习生,1400元/月,绍兴-上虞区,实习5天/周,项目专员/助理,1人,昨天发布,卧龙集团,国内上市公司,10000人以上,仪器/仪表/工业自动化/电气
管培生,年薪5-7w,盐城,应届,机械工程师,不限,昨天发布,智慧农业,国内上市公司,2000-5000人,专业服务(咨询/财会/法律/翻译等)
业务拓展经理/主管,年薪4-10w,成都-新都区,应届,业务拓展经理/主管,30人,昨天发布,上海天地汇供应链科技有限公司,私营·民营企业,500-999人,交通/物流/运输
游戏视频编导（2021届）,年薪8-17w,成都,应届,导演/编导,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
Customer Contact Specialist,年薪8-10w,上海-静安区,应届,客户服务专员/助理,1人,昨天发布,迪乐泰轮胎(上海)有限公司,外商独资·外企办事处,50-99人,汽车/摩托车
化学分析,年薪6-7w,南通-如东县,应届,化学分析员,6人,昨天发布,江苏森博新材料有限公司,私营·民营企业,100-499人,石油/石化/化工
其他设计职位,150元/日,武汉-洪山区,实习4天/周,其他设计职位,1人,昨天发布,微模式,私营·民营企业,100-499人,计算机软件
财务助理实习生,100元/月,北京,实习4天/周,财务助理,1人,昨天发布,优尼博览(北京)有限公司,外商独资·外企办事处,50-99人,广告/公关/市场推广/会展
采购部实习生,150元/日,上海,实习3天/周,采购专员/助理,2人,昨天发布,克朗斯流体技术(上海)有限公司,外商独资·外企办事处,100-499人,专业服务(咨询/财会/法律/翻译等)
nlp算法工程师,350元/日,上海-浦东新区,实习3天/周,自然语言处理（NLP）,2人,昨天发布,浙江白鹭资产管理股份有限公司,私营·民营企业,50-99人,基金
房地产交易/中介,8000元/月,深圳,实习5天/周,房地产销售人员,10人,昨天发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
采购工程师(校园）,年薪5-6w,苏州-工业园区,应届,采购专员/助理,2人,昨天发布,苏州盈合工具有限公司,私营·民营企业,500-999人,机械制造/机电/重工
物业设施管理人员,年薪5-8w,开封,应届,物业设施管理人员,5人,昨天发布,开封新枫华置业有限公司,私营·民营企业,100-499人,房产开发
机器视觉应用实习生,3000元/月,苏州-昆山,实习5天/周,机器视觉,10人,昨天发布,深圳市霍克视觉科技有限公司,私营·民营企业,50-99人,计算机软件
临床研究,年薪2-4w,深圳,应届,临床监察员CRA,1人,昨天发布,帝迈生物,私营·民营企业,500-999人,医疗设备/器械
产险总公司-新渠道事业部-企业文化专员,年薪10-14w,北京,应届,员工关系/企业文化/工会,1人,昨天发布,阳光保险集团,其他,10000人以上,保险
环保工程师,3000元/月,北京,实习5天/周,环保工程师,8人,昨天发布,北京环球中科水务科技有限公司,私营·民营企业,100-499人,环保
【2021校园招聘】营销岗,年薪6-11w,株洲,应届,储备干部,10人,昨天发布,株洲齿轮有限责任公司,国有企业,500-999人,汽车/摩托车
销售代表,年薪10-16w,上海-浦东新区,应届,销售代表,5人,昨天发布,德佑房地产经纪有限公司上海第一千八百七十一分公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
销售代表,年薪10-16w,上海-青浦区,应届,销售代表,5人,昨天发布,德佑房地产经纪有限公司上海第一千八百七十一分公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
结构工程师,面议,杭州-余杭区,应届,其他生产/制造/研发职位,不限,昨天发布,南都电源,国内上市公司,5000-10000人,新能源
人事行政前台（大三/大四）,110元/月,上海-嘉定区,实习3天/周,招聘专员/助理,2人,昨天发布,中车瑞伯德,国有企业,100-499人,仪器/仪表/工业自动化/电气
销售代表,年薪10-16w,上海-虹口区,应届,销售代表,5人,昨天发布,德佑房地产经纪有限公司上海第一千八百七十一分公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
日语运营,年薪6-8w,北京-朝阳区,应届,日语翻译,2人,昨天发布,复娱文化,国内上市公司,100-499人,互联网/移动互联网/电子商务
校园大使,100元/日,石家庄,实习1天/周,其他人力资源,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
销售代表,年薪5-5w,东莞,应届,销售代表,10人,昨天发布,仙津饮料,私营·民营企业,100-499人,食品/饮料/烟酒/日化
实习生（招聘专员）,100元/日,南京,实习5天/周,招聘专员/助理,1人,昨天发布,南京思德展示科技股份有限公司,私营·民营企业,100-499人,广告/公关/市场推广/会展
小学英语老师,年薪7-10w,嘉兴,应届,小学教师,1人,昨天发布,北大附属嘉兴实验学校,其他,100-499人,教育/培训/学术/科研/院校
区域销售专员/助理,年薪7-12w,郑州,应届,区域销售专员/助理,2人,昨天发布,台佳空调系统(江苏)有限公司,私营·民营企业,500-999人,机械制造/机电/重工
生产储备干部,年薪4-5w,佛山-南海区,应届,储备干部,3人,昨天发布,乐家中国,外商独资·外企办事处,500-999人,建材
音频后期制作|电台节目主持,年薪2-5w,上海-浦东新区,应届,后期制作,1人,昨天发布,蜻蜓FM,中外合营(合资·合作),500-999人,社交网络
医疗器械产品经理,年薪8-12w,南京-秦淮区,应届,医疗器械市场推广,5人,昨天发布,中化医药有限公司,国有企业,100-499人,贸易/进出口
量化IT工程师,年薪18-30w,上海,应届,C++,2人,昨天发布,上海鸣熙资产管理有限公司,私营·民营企业,50-99人,基金
人力行政岗（2021届未来星）,年薪9-12w,南昌,应届,人力资源专员/助理,不限,昨天发布,智善生活,国内上市公司,2000-5000人,房地产服务(物业管理/地产经纪)
管理培训生,年薪8-10w,上海,应届,管理培训生,5人,昨天发布,Marketin,私营·民营企业,50-99人,互联网/移动互联网/电子商务
财务管培生（2021届校招）,年薪7-10w,杭州-萧山区,应届,储备干部,7人,昨天发布,宏胜集团,私营·民营企业,5000-10000人,食品/饮料/烟酒/日化
储备干部,3000元/月,南通-启东,实习5天/周,储备干部,10人,昨天发布,诚信药业,其他,100-499人,制药/生物工程
人力资源实习生,160元/日,北京,实习5天/周,人力资源专员/助理,1人,昨天发布,北京极豪科技有限公司,中外合营(合资·合作),50-99人,AI行业应用
数据分析,年薪10-15w,杭州-余杭区,应届,数据分析师,不限,昨天发布,鸿程系统,国有企业,500-999人,计算机软件
2021届-专题负责人（SD）,年薪6-11w,上海-浦东新区,应届,生物工程/生物制药,10人,昨天发布,美迪西,中外合营(合资·合作),1000-2000人,制药/生物工程
大宗商品Trader,年薪7-14w,北京,应届,商务专员/助理,85人,昨天发布,瑞茂通供应链管理股份有限公司,国内上市公司,100-499人,贸易/进出口
2021届-生物分析研究员,年薪6-11w,上海-浦东新区,应届,生物工程/生物制药,15人,昨天发布,美迪西,中外合营(合资·合作),1000-2000人,制药/生物工程
小分子生物分析员,年薪5-10w,武汉,应届,生物工程/生物制药,5人,昨天发布,宏韧医药,私营·民营企业,100-499人,制药/生物工程
周大生2021届校招产品类管培生,年薪5-7w,广州,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
【校招】游戏UI设计师,年薪9-13w,北京,应届,游戏界面设计,不限,昨天发布,创智优品,私营·民营企业,100-499人,互联网/移动互联网/电子商务
Java,200元/日,北京,实习4天/周,Java,不限,昨天发布,Baidu,外商独资·外企办事处,10000人以上,互联网/移动互联网/电子商务
销售管培生,年薪7-12w,上海,应届,销售代表,6人,昨天发布,富国皮革,外商独资·外企办事处,10000人以上,服装服饰/纺织/皮革
管理培训生,年薪6-10w,东莞-清溪镇,应届,管理培训生,10人,昨天发布,普赛达集团,私营·民营企业,100-499人,石油/石化/化工
控制室操作员（银川永宁校招）,年薪6-7w,银川-永宁县,应届,普工/操作工,不限,昨天发布,中钢新型,中外合营(合资·合作),100-499人,机械制造/机电/重工
环境/健康/安全(EHS)工程师,年薪5-7w,长沙-望城区,应届,环境/健康/安全(EHS)工程师,3人,昨天发布,益海嘉里(湖南)粮油食品有限公司,外商独资·外企办事处,100-499人,百货/批发/零售
数据库开发工程师(2021届校园招聘）-合肥,年薪7-12w,合肥-蜀山区,应届,数据库开发工程师,1人,昨天发布,福富软件公司,中外合营(合资·合作),2000-5000人,计算机软件
临床工程师（医学检验方向）-校招,年薪16-24w,深圳-南山区,应届,临床监察员CRA,不限,昨天发布,迈瑞医疗,其他,5000-10000人,医疗设备/器械
会计/会计师,年薪10-12w,上海-浦东新区,应届,会计/会计师,1人,昨天发布,江铜,中外合营(合资·合作),100-499人,贸易/进出口
2021届应届生（大专方向）,年薪5-8w,嘉兴,应届,其他培训生/储备干部,40人,昨天发布,亚特电器,私营·民营企业,2000-5000人,机械制造/机电/重工
技术支持,年薪8-10w,杭州-江干区,应届,运维工程师,不限,昨天发布,鸿程系统,国有企业,500-999人,计算机软件
客户执行（实习生）,120元/日,上海-长宁区,实习5天/周,广告客户专员,不限,昨天发布,eDoctor,中外合营(合资·合作),100-499人,互联网/移动互联网/电子商务
多传感器融合算法实习生,200元/日,上海,实习3天/周,算法工程师,1人,昨天发布,宏景智驾,私营·民营企业,50-99人,汽车零部件及配件
销售代表,年薪7-10w,杭州,应届,销售代表,1人,昨天发布,贝瑞和康,国内上市公司,1000-2000人,医疗/保健/美容/卫生服务
外贸业务助理,100元/日,深圳,实习5天/周,外贸专员/助理,1人,昨天发布,中电投资,国有企业,100-499人,贸易/进出口
周大生2021届校招市场类管培生,年薪5-7w,郑州,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
课程运营实习生,120元/日,北京,实习4天/周,培训助教,2人,昨天发布,北京竹间科技有限公司,私营·民营企业,100-499人,互联网+
计算机视觉算法实习生,290元/日,上海-闵行区,实习4天/周,图像算法,不限,昨天发布,上海仙途智能科技有限公司,私营·民营企业,100-499人,互联网/移动互联网/电子商务
管理培训生（轻化工程、纺织工程、化学、高分子材料专业）,年薪4-5w,焦作,应届,管理培训生,6人,昨天发布,焦作隆丰皮草企业有限公司,中外合营(合资·合作),5000-10000人,服装服饰/纺织/皮革
结构研发工程师,年薪8-12w,清远,应届,机械结构工程师,8人,昨天发布,利盈投资,私营·民营企业,1000-2000人,原材料及加工
人力行政实习生,100元/日,上海,实习5天/周,人力资源专员/助理,1人,昨天发布,世茂商投,国内上市公司,2000-5000人,房地产服务(物业管理/地产经纪)
人事实习生,3000元/月,杭州-江干区,实习3天/周,人力资源专员/助理,1人,昨天发布,优趣汇,中外合营(合资·合作),100-499人,互联网/移动互联网/电子商务
系统集成项目经理,年薪6-10w,烟台,应届,项目经理/主管,20人,昨天发布,东方电子股份有限公司,国有企业,5000-10000人,互联网/移动互联网/电子商务
资产管理业务风险管理岗,110元/日,深圳,实习5天/周,风险管理/控制,不限,昨天发布,第一创业,国内上市公司,2000-5000人,基金/证券/期货/投资
周大生2021届校招市场类管培生,年薪5-7w,太原,应届,储备干部,10人,昨天发布,周大生,国内上市公司,2000-5000人,工艺品/珠宝/玩具
